202,183,-1,1
296,210,-1,1
345,217,-1,1
271,235,-1,1
303,198,-1,1
297,212,-1,1
309,211,-1,1
336,224,-1,1
444,229,-1,1
465,237,-1,1
422,167,-1,1
334,105,-1,1
330,107,-1,1
316,134,-1,1
349,89,-1,1
316,47,-1,1
293,56,-1,1
264,77,-1,1
203,67,-1,1
185,87,-1,1
231,45,-1,1
228,31,-1,1
153,33,-1,1
78,26,-1,1
44,24,-1,1
30,48,-1,1
35,72,-1,1
-374,-74,-1,2
-448,-50,-1,2
-430,-23,-1,2
-380,-18,-1,2
-339,-25,-1,2
-252,-39,-1,2
-173,-43,-1,2
-85,-51,-1,2
-62,-54,-1,2
-53,-95,-1,2
-52,-121,-1,2
-54,-102,-1,2
-94,-72,-1,2
-186,-65,-1,2
-222,-68,-1,2
-285,-83,-1,2
-332,-86,-1,2
-396,-81,-1,2
-454,-75,-1,2
-496,-51,-1,2
-484,-30,-1,2
-478,-111,-1,2
-461,-113,-1,2
-428,-93,-1,2
-388,-205,-1,2
-429,-235,-1,2
-466,-211,-1,2
-492,-167,-1,2
-465,-244,-1,2
-435,-186,-1,2
-378,-148,-1,2
-372,-119,-1,2
-374,-104,-1,2
-356,-146,-1,2
-387,-164,-1,2
-409,-150,-1,2
-434,-146,-1,2
-351,-149,-1,2
-313,-139,-1,2
-290,-93,-1,2
-312,-62,-1,2
-277,-44,-1,2
-249,-100,-1,2
-289,-135,-1,2
-320,-180,-1,2
-354,-218,-1,2
-415,-245,-1,2
-334,-256,-1,2
-303,-239,-1,2
-326,-214,-1,2
-365,-251,-1,2
-320,-242,-1,2
-243,-207,-1,2
-214,-156,-1,2
-175,-103,-1,2
-169,-128,-1,2
-176,-206,-1,2
-194,-214,-1,2
-238,-190,-1,2
-270,-184,-1,2
-276,-237,-1,2
-260,-174,-1,2
-251,-109,-1,2
-165,-117,-1,2
-81,-127,-1,2
-68,-189,-1,2
-50,-186,-1,2
-132,-131,-1,2
-143,-114,-1,2
-192,-61,-1,2
-223,-115,-1,2
-193,-111,-1,2
-203,-86,-1,2
-198,-113,-1,2
-160,-77,-1,2
-157,-50,-1,2
-229,-35,-1,2
-161,-36,-1,2
-87,-82,-1,2
-101,-147,-1,2
-109,-205,-1,2
-79,-233,-1,2
-110,-226,-1,2
-152,-216,-1,2
-150,-204,-1,2
-184,-183,-1,2
-191,-234,-1,2
-228,-236,-1,2
-256,-244,-1,2
-285,-258,-1,2
-294,-248,-1,2
-296,-220,-1,2
-278,-208,-1,2
-175,-227,-1,2
-160,-236,-1,2
-125,-252,-1,2
-76,-250,-1,2
-53,-194,-1,2
-55,-147,-1,2
-126,-166,-1,2
-172,-159,-1,2
-303,-147,-1,2
-338,-194,-1,2
-348,-189,-1,2
-370,-196,-1,2
-396,-227,-1,2
-412,-189,-1,2
-404,-164,-1,2
192,-68,-1,3
39,-35,-1,3
79,-43,-1,3
185,-50,-1,3
256,-53,-1,3
312,-55,-1,3
387,-69,-1,3
442,-81,-1,3
451,-111,-1,3
431,-119,-1,3
348,-106,-1,3
345,-90,-1,3
282,-82,-1,3
82,-94,-1,3
79,-82,-1,3
21,-72,-1,3
33,-108,-1,3
36,-135,-1,3
113,-126,-1,3
53,-158,-1,3
25,-178,-1,3
49,-196,-1,3
118,-178,-1,3
17,-234,-1,3
39,-242,-1,3
94,-208,-1,3
100,-242,-1,3
131,-246,-1,3
177,-248,-1,3
168,-220,-1,3
159,-209,-1,3
167,-163,-1,3
190,-155,-1,3
136,-223,-1,3
224,-215,-1,3
247,-212,-1,3
257,-162,-1,3
223,-112,-1,3
225,-81,-1,3
285,-146,-1,3
318,-159,-1,3
316,-233,-1,3
341,-235,-1,3
397,-216,-1,3
333,-190,-1,3
359,-176,-1,3
400,-147,-1,3
389,-126,-1,3
437,-175,-1,3
443,-165,-1,3
388,-92,-1,3
349,-79,-1,3
322,-53,-1,3
272,-29,-1,3
289,-26,-1,3
393,-35,-1,3
432,-56,-1,3
448,-181,-1,3
453,-221,-1,3
438,-246,-1,3
348,-237,-1,3
228,-242,-1,3
180,-219,-1,3
81,-165,-1,3
83,-137,-1,3
117,-83,-1,3
139,-28,-1,3
168,-15,-1,3
146,-50,-1,3
126,-61,-1,3
204,-94,-1,3
62,-207,-1,3
43,-218,-1,3
56,-243,-1,3
96,-247,-1,3
175,-233,-1,3
